,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
20,teo cafe,"카페,디저트",0.0,362,230,"대구 수성구 청호로95길 13 1층 teo,",10:00에 영업 시작,070-4209-9233,,,,"{'커피가 맛있어요': 135, '디저트가 맛있어요': 78, '친절해요': 64, '음료가 맛있어요': 57, '매장이 청결해요': 50, '인테리어가 멋져요': 49, '대화하기 좋아요': 42, '좌석이 편해요': 27, '집중하기 좋아요': 25, '특별한 메뉴가 있어요': 21, '화장실이 깨끗해요': 20, '사진이 잘 나와요': 14, '가성비가 좋아요': 4, '뷰가 좋아요': 2, '주차하기 편해요': 1}",221,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190819_210%2F1566177479073Xbm1T_JPEG%2F1GYxyWJ3Gv4VDqk5shx_TqCm.jpeg.jpg"""
21,시공커피,카페,4.66,182,137,대구 수성구 범어로16길 5,10:00에 영업 시작,0507-1323-3234,,,,"{'커피가 맛있어요': 74, '친절해요': 42, '디저트가 맛있어요': 36, '대화하기 좋아요': 29, '음료가 맛있어요': 28, '인테리어가 멋져요': 26, '좌석이 편해요': 18, '매장이 청결해요': 17, '집중하기 좋아요': 14, '화장실이 깨끗해요': 9, '사진이 잘 나와요': 7, '가성비가 좋아요': 4, '특별한 메뉴가 있어요': 3, '차분한 분위기에요': 1, '아늑해요': 1}",105,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190325_267%2F1553508107488rMvS2_JPEG%2FfOukCUotI62EYfj4OsG86x1I.jpg"""
22,복호두 수성범어점,호두과자,0.0,263,70,대구 수성구 상록로 15 범어센트럴푸르지오아파트상가 126호,09:30에 영업 시작,0507-1350-4101,,,,"{'디저트가 맛있어요': 175, '특별한 메뉴가 있어요': 120, '친절해요': 92, '매장이 청결해요': 70, '가성비가 좋아요': 63, '주차하기 편해요': 30, '커피가 맛있어요': 12, '음료가 맛있어요': 8, '선물하기 좋아요': 6, '인테리어가 멋져요': 6, '빵이 맛있어요': 3, '음식이 맛있어요': 3, '사진이 잘 나와요': 3, '대화하기 좋아요': 3, '화장실이 깨끗해요': 3, '뷰가 좋아요': 3, '포장이 깔끔해요': 2, '좌석이 편해요': 1, '음식이 빨리 나와요': 1, '양이 많아요': 1, '집중하기 좋아요': 1}",258,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230107_123%2F1673068947504QbenF_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5%25C6%25C4%25C0%25CF.jpg"""
23,마쥬,케이크전문,4.45,331,75,대구 수성구 청솔로 124-16 1F,09:00에 영업 시작,053-742-2112,,,,"{'디저트가 맛있어요': 135, '커피가 맛있어요': 78, '친절해요': 54, '특별한 메뉴가 있어요': 39, '음료가 맛있어요': 36, '선물하기 좋아요': 35, '매장이 청결해요': 34, '대화하기 좋아요': 29, '인테리어가 멋져요': 20, '사진이 잘 나와요': 6, '집중하기 좋아요': 6, '뷰가 좋아요': 3, '주차하기 편해요': 2, '가성비가 좋아요': 2, '화장실이 깨끗해요': 2, '주문제작을 잘해줘요': 1, '음식이 맛있어요': 1, '비싼 만큼 가치있어요': 1}",205,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231116_297%2F1700089627609OtnLm_JPEG%2FE430E44A-65CE-4DDA-B421-5B48554D9B77.jpeg"""
24,라우스터프,"카페,디저트",4.68,445,331,대구 수성구 달구벌대로489길 77,09:00에 영업 시작,053-742-4890,,,,"{'커피가 맛있어요': 213, '친절해요': 84, '매장이 청결해요': 63, '음료가 맛있어요': 37, '집중하기 좋아요': 23, '특별한 메뉴가 있어요': 21, '대화하기 좋아요': 19, '인테리어가 멋져요': 18, '화장실이 깨끗해요': 18, '가성비가 좋아요': 17, '디저트가 맛있어요': 11, '뷰가 좋아요': 9, '주차하기 편해요': 3, '사진이 잘 나와요': 3, '좌석이 편해요': 1, '재료가 신선해요': 1, '포장이 깔끔해요': 1}",255,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_52%2F1660008613795m1gQ3_JPEG%2FKakaoTalk_20220809_101655065_07.jpg"""
25,호랭다과,"카페,디저트",0.0,34,15,대구 수성구 동원로1길 21 1층,11:00에 영업 시작,0507-1394-2835,,,,"{'디저트가 맛있어요': 32, '친절해요': 22, '커피가 맛있어요': 20, '매장이 청결해요': 17, '음료가 맛있어요': 10, '가성비가 좋아요': 10, '특별한 메뉴가 있어요': 7, '차분한 분위기에요': 4, '대화하기 좋아요': 3, '건강한 맛이에요': 3, '좌석이 편해요': 2, '아늑해요': 2, '포장이 깔끔해요': 2, '주문제작을 잘해줘요': 1, '음식이 맛있어요': 1, '재료가 신선해요': 1, '선물하기 좋아요': 1}",34,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231110_59%2F16996229089071GjSp_JPEG%2FScreenshot_20231110_222709_Gallery.jpg"""
26,카페루이지,"카페,디저트",0.0,122,57,대구 수성구 범어로20길 5 1층 카페루이지,11:00에 영업 시작,0507-1338-1004,,,,"{'디저트가 맛있어요': 112, '특별한 메뉴가 있어요': 82, '커피가 맛있어요': 73, '친절해요': 71, '음료가 맛있어요': 61, '인테리어가 멋져요': 32, '매장이 청결해요': 32, '아늑해요': 24, '대화하기 좋아요': 18, '비싼 만큼 가치있어요': 15, '좌석이 편해요': 7, '선물하기 좋아요': 5, '음악이 좋아요': 3, '가성비가 좋아요': 3, '집중하기 좋아요': 3, '차분한 분위기에요': 2, '음식이 맛있어요': 2, '포장이 깔끔해요': 2, '사진이 잘 나와요': 2, '빵이 맛있어요': 1, '메뉴 구성이 알차요': 1, '종류가 다양해요': 1}",122,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230616_238%2F1686907298372o3acz_JPEG%2FKakaoTalk_20230616_182035683_25.jpg"""
27,포브,카페,0.0,277,176,"대구 수성구 달구벌대로495길 92 1층, 2층, 3층",10:00에 영업 시작,0507-1373-6872,,,,"{'커피가 맛있어요': 132, '인테리어가 멋져요': 130, '디저트가 맛있어요': 93, '매장이 청결해요': 78, '대화하기 좋아요': 55, '음료가 맛있어요': 51, '친절해요': 51, '좌석이 편해요': 36, '사진이 잘 나와요': 33, '화장실이 깨끗해요': 31, '뷰가 좋아요': 22, '집중하기 좋아요': 16, '특별한 메뉴가 있어요': 14, '주차하기 편해요': 12, '가성비가 좋아요': 7}",276,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211030_269%2F1635525535775xd7Wm_JPEG%2FS4X0uo9dz61pfV-VLgM7OPsK.jpeg.jpg"""
28,몽산커피,"카페,디저트",0.0,127,58,대구 수성구 상록로 37-1 2층,08:30에 영업 시작,053-742-3690,,,,"{'커피가 맛있어요': 119, '친절해요': 72, '가성비가 좋아요': 62, '특별한 메뉴가 있어요': 58, '음료가 맛있어요': 44, '디저트가 맛있어요': 43, '매장이 청결해요': 35, '대화하기 좋아요': 29, '주차하기 편해요': 25, '인테리어가 멋져요': 21, '집중하기 좋아요': 12, '좌석이 편해요': 9, '사진이 잘 나와요': 6, '차분한 분위기에요': 5, '아늑해요': 3, '뷰가 좋아요': 3, '메뉴 구성이 알차요': 2, '음악이 좋아요': 2, '비싼 만큼 가치있어요': 2, '화장실이 깨끗해요': 2, '컨셉이 독특해요': 1, '차가 맛있어요': 1, '종류가 다양해요': 1}",127,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231009_136%2F1696825160200cP1he_JPEG%2FIMG_1353."""
29,카페 제이콥아츠,카페,4.53,325,261,대구 수성구 범어천로 90 범어성당 1층 상가 카페 제이콥아츠,10:00에 영업 시작,053-743-3838,,,,"{'커피가 맛있어요': 134, '음료가 맛있어요': 60, '친절해요': 57, '주차하기 편해요': 52, '디저트가 맛있어요': 51, '대화하기 좋아요': 49, '인테리어가 멋져요': 47, '매장이 청결해요': 33, '사진이 잘 나와요': 19, '좌석이 편해요': 17, '집중하기 좋아요': 10, '특별한 메뉴가 있어요': 9, '화장실이 깨끗해요': 9, '가성비가 좋아요': 8, '뷰가 좋아요': 5, '아늑해요': 2, '차분한 분위기에요': 1, '음식이 빨리 나와요': 1, '음악이 좋아요': 1, '매장이 넓어요': 1}",236,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201216_44%2F1608084320038Le6Yz_JPEG%2FtEvtDb1cqmQpnwoyOrFAogtR.jpg"""
30,히스,카페,0.0,145,186,대구 수성구 청호로85길 9 1층,10:30에 영업 시작,0507-1319-7240,,,,"{'커피가 맛있어요': 54, '친절해요': 36, '인테리어가 멋져요': 19, '음료가 맛있어요': 16, '집중하기 좋아요': 16, '대화하기 좋아요': 14, '디저트가 맛있어요': 12, '매장이 청결해요': 12, '특별한 메뉴가 있어요': 7, '좌석이 편해요': 3, '차분한 분위기에요': 2, '뷰가 좋아요': 2, '메뉴 구성이 알차요': 1, '주차하기 편해요': 1, '사진이 잘 나와요': 1, '가성비가 좋아요': 1, '화장실이 깨끗해요': 1}",74,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190807_82%2F1565159059067R3ArL_JPEG%2Fi-u_L1VfyPDtxEYjOP4GbDzh.jpeg.jpg"""
31,바게리,브런치,0.0,275,445,대구 수성구 달구벌대로489길 23 카페 바게리,08:30에 영업 시작,0507-1358-6943,,,,"{'음식이 맛있어요': 167, '인테리어가 멋져요': 124, '친절해요': 89, '매장이 넓어요': 84, '특별한 메뉴가 있어요': 72, '매장이 청결해요': 72, '재료가 신선해요': 60, '뷰가 좋아요': 22, '양이 많아요': 19, '주차하기 편해요': 16, '화장실이 깨끗해요': 12, '디저트가 맛있어요': 11, '가성비가 좋아요': 10, '단체모임 하기 좋아요': 10, '커피가 맛있어요': 8, '특별한 날 가기 좋아요': 8, '사진이 잘 나와요': 4, '대화하기 좋아요': 4, '차분한 분위기에요': 3, '음료가 맛있어요': 3, '컨셉이 독특해요': 2, '야외 공간이 멋져요': 2, '아늑해요': 1, '잡내가 적어요': 1}",269,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230426_71%2F1682435711488ybFOU_JPEG%2F4BC5621D-BF7B-4A40-B697-DCCDB93009E8.jpeg"""
32,카페동네 범어점,카페,4.72,298,212,대구 수성구 상록로2길 66 1층~3층,10:30에 영업 시작,0507-1384-0512,,,,"{'커피가 맛있어요': 123, '인테리어가 멋져요': 82, '대화하기 좋아요': 71, '친절해요': 70, '음료가 맛있어요': 63, '디저트가 맛있어요': 55, '매장이 청결해요': 49, '좌석이 편해요': 33, '사진이 잘 나와요': 21, '집중하기 좋아요': 20, '화장실이 깨끗해요': 20, '특별한 메뉴가 있어요': 18, '가성비가 좋아요': 14, '뷰가 좋아요': 14, '차분한 분위기에요': 3, '아늑해요': 3, '주차하기 편해요': 3}",248,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210606_149%2F1622990749496kI481_JPEG%2FGz1c7Qo0Yeaha6KpdsEhizZm.jpg"""
33,스타벅스 대구범어제니스점,카페,4.55,3082,118,대구 수성구 달구벌대로 2435,,1522-3232,,,,"{'커피가 맛있어요': 708, '친절해요': 342, '음료가 맛있어요': 312, '매장이 청결해요': 231, '디저트가 맛있어요': 210, '대화하기 좋아요': 162, '주차하기 편해요': 113, '좌석이 편해요': 112, '인테리어가 멋져요': 76, '집중하기 좋아요': 73, '화장실이 깨끗해요': 69, '특별한 메뉴가 있어요': 65, '가성비가 좋아요': 45, '뷰가 좋아요': 40, '사진이 잘 나와요': 23, '음식이 빨리 나와요': 4, '매장이 넓어요': 2, '아늑해요': 1, '음식이 맛있어요': 1, '선물하기 좋아요': 1}",1486,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
34,크렘드라크렘 범어점,아이스크림,0.0,146,28,"대구 수성구 범어로18길 22 1층 106호, 크렘드라크렘 범어점",12:00에 영업 시작,0507-1437-2466,,,,"{'디저트가 맛있어요': 116, '친절해요': 74, '인테리어가 멋져요': 72, '특별한 메뉴가 있어요': 64, '매장이 청결해요': 57, '종류가 다양해요': 48, '메뉴 구성이 알차요': 33, '가성비가 좋아요': 17, '사진이 잘 나와요': 15, '대화하기 좋아요': 14, '뷰가 좋아요': 4, '좌석이 편해요': 3, '재료가 신선해요': 3, '반려동물과 가기 좋아요': 3, '아늑해요': 2, '음식이 맛있어요': 2, '주차하기 편해요': 2, '집중하기 좋아요': 2, '건강한 맛이에요': 2, '아이와 가기 좋아요': 1, '양이 많아요': 1, '화장실이 깨끗해요': 1}",144,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230915_142%2F1694736514056RlXvx_JPEG%2FKakaoTalk_20230915_090731278.jpg"""
35,로스트로비,"카페,디저트",0.0,164,268,"대구 수성구 상록로2길 22 1,2층",08:30에 영업 시작,0507-1389-6301,,,,"{'커피가 맛있어요': 100, '디저트가 맛있어요': 63, '인테리어가 멋져요': 45, '특별한 메뉴가 있어요': 31, '사진이 잘 나와요': 29, '음료가 맛있어요': 28, '친절해요': 20, '매장이 청결해요': 19, '대화하기 좋아요': 19, '화장실이 깨끗해요': 12, '주차하기 편해요': 6, '집중하기 좋아요': 5, '뷰가 좋아요': 4, '차분한 분위기에요': 1, '좌석이 편해요': 1, '아늑해요': 1, '가성비가 좋아요': 1, '종류가 다양해요': 1}",160,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220523_212%2F1653273733040lqKGw_JPEG%2F68438308-9A76-4ABF-B062-5E13046898C2.jpeg"""
36,크리스피크림도넛 대구범어점,도넛,4.52,2375,91,대구 수성구 달구벌대로 2538,08:00에 영업 시작,053-752-1937,,,,"{'디저트가 맛있어요': 802, '친절해요': 329, '매장이 청결해요': 304, '커피가 맛있어요': 238, '특별한 메뉴가 있어요': 177, '가성비가 좋아요': 134, '좌석이 편해요': 124, '음료가 맛있어요': 124, '대화하기 좋아요': 124, '인테리어가 멋져요': 72, '집중하기 좋아요': 49, '주차하기 편해요': 44, '뷰가 좋아요': 25, '사진이 잘 나와요': 15, '화장실이 깨끗해요': 15, '매장이 넓어요': 6, '빵이 맛있어요': 5, '음식이 맛있어요': 4, '포장이 깔끔해요': 3, '아이와 가기 좋아요': 2, '종류가 다양해요': 2, '음식이 빨리 나와요': 1, '선물하기 좋아요': 1, '야외 공간이 멋져요': 1}",1452,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220826_115%2F166149031744176Q6B_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6_%25B4%25EB%25C7%25A5%25C0%25CC%25B9%25CC%25C1%25F6_1_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.jpg"""
37,라파테,브런치,0.0,183,266,대구 수성구 상록로 22-15 La pate,09:00에 영업 시작,0507-1363-1563,,,,"{'인테리어가 멋져요': 128, '음식이 맛있어요': 95, '특별한 메뉴가 있어요': 52, '친절해요': 49, '매장이 넓어요': 38, '매장이 청결해요': 37, '재료가 신선해요': 32, '뷰가 좋아요': 15, '양이 많아요': 10, '특별한 날 가기 좋아요': 8, '주차하기 편해요': 7, '단체모임 하기 좋아요': 7, '화장실이 깨끗해요': 7, '디저트가 맛있어요': 6, '가성비가 좋아요': 6, '커피가 맛있어요': 5, '컨셉이 독특해요': 5, '대화하기 좋아요': 4, '아늑해요': 3, '사진이 잘 나와요': 3, '메뉴 구성이 알차요': 2, '음료가 맛있어요': 1, '혼밥하기 좋아요': 1, '야외 공간이 멋져요': 1, '비싼 만큼 가치있어요': 1}",179,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_205%2F1693876668364WIc1w_PNG%2FIMG_4206.png"""
38,플라워밀다이닝,브런치,0.0,34,21,대구 수성구 범어천로 43 2층,09:00에 영업 시작,0507-1465-2351,,,,"{'음식이 맛있어요': 23, '인테리어가 멋져요': 20, '재료가 신선해요': 19, '친절해요': 17, '특별한 메뉴가 있어요': 13, '매장이 청결해요': 9, '특별한 날 가기 좋아요': 7, '가성비가 좋아요': 5, '단체모임 하기 좋아요': 4, '화장실이 깨끗해요': 4, '매장이 넓어요': 3, '뷰가 좋아요': 3, '혼밥하기 좋아요': 2, '양이 많아요': 2, '차분한 분위기에요': 1, '아늑해요': 1, '주차하기 편해요': 1, '사진이 잘 나와요': 1, '대화하기 좋아요': 1, '건강한 맛이에요': 1}",30,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231006_1%2F1696562104237EUuXc_JPEG%2F1696561829385.jpeg"""
39,정스콘,"카페,디저트",4.87,116,67,대구 수성구 범어로 119-1,11:00에 영업 시작,0507-1366-7427,,,,"{'디저트가 맛있어요': 83, '친절해요': 66, '매장이 청결해요': 43, '인테리어가 멋져요': 29, '특별한 메뉴가 있어요': 28, '커피가 맛있어요': 24, '음료가 맛있어요': 22, '가성비가 좋아요': 20, '대화하기 좋아요': 19, '사진이 잘 나와요': 18, '화장실이 깨끗해요': 6, '집중하기 좋아요': 5, '주차하기 편해요': 2, '차분한 분위기에요': 1, '좌석이 편해요': 1, '반려동물과 가기 좋아요': 1}",96,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220511_40%2F1652251647689xvHVA_JPEG%2F1652196967969.jpg"""
40,홀브라운 대구,베이커리,0.0,189,17,대구 수성구 들안로 386-7 1층,09:00에 영업 시작,0507-1360-3879,,,,"{'빵이 맛있어요': 178, '친절해요': 109, '매장이 청결해요': 78, '특별한 메뉴가 있어요': 77, '커피가 맛있어요': 45, '인테리어가 멋져요': 22, '음료가 맛있어요': 9, '가성비가 좋아요': 9, '주차하기 편해요': 3, '사진이 잘 나와요': 3, '대화하기 좋아요': 3, '건강한 맛이에요': 3, '좌석이 편해요': 2, '재료가 신선해요': 2, '비싼 만큼 가치있어요': 1}",188,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221027_5%2F16668320730067p9lM_JPEG%2F3987277F-FFF4-4EBC-B7F5-AFA17BB35B2B.jpeg"""
41,커피 디,"카페,디저트",0.0,86,46,대구 수성구 동대구로55길 6-1 커피 디,08:00에 영업 시작,0507-0284-4473,,,,"{'커피가 맛있어요': 55, '음료가 맛있어요': 45, '친절해요': 41, '디저트가 맛있어요': 39, '매장이 청결해요': 28, '가성비가 좋아요': 26, '특별한 메뉴가 있어요': 21, '대화하기 좋아요': 19, '집중하기 좋아요': 12, '좌석이 편해요': 9, '인테리어가 멋져요': 5, '화장실이 깨끗해요': 5, '음악이 좋아요': 2, '주차하기 편해요': 2, '사진이 잘 나와요': 2, '뷰가 좋아요': 2, '아늑해요': 1}",86,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221114_75%2F1668410114003nfryh_JPEG%2F386BD63A-6546-4F20-BDC3-46CF961783C4.jpeg"""
42,브라운103,카페,4.41,408,150,대구 수성구 들안로78길 24 (범어동) 1층,08:00에 영업 시작,053-759-0404,,,,"{'디저트가 맛있어요': 175, '친절해요': 84, '특별한 메뉴가 있어요': 68, '커피가 맛있어요': 62, '매장이 청결해요': 62, '가성비가 좋아요': 51, '음료가 맛있어요': 32, '대화하기 좋아요': 16, '좌석이 편해요': 10, '인테리어가 멋져요': 10, '주차하기 편해요': 4, '사진이 잘 나와요': 4, '집중하기 좋아요': 4, '뷰가 좋아요': 4, '빵이 맛있어요': 1, '아늑해요': 1, '음식이 맛있어요': 1, '재료가 신선해요': 1, '양이 많아요': 1, '비싼 만큼 가치있어요': 1, '화장실이 깨끗해요': 1}",282,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190910_39%2F1568113296933KAv6y_JPEG%2FcAYEMGVOXJi2NYb9X_6fAj8Z.jpg"""
43,팜스픽,브런치카페,0.0,59,21,대구 수성구 상록로 65 1층,08:00에 영업 시작,0507-1357-5636,,,,"{'친절해요': 39, '특별한 메뉴가 있어요': 38, '인테리어가 멋져요': 34, '디저트가 맛있어요': 31, '매장이 청결해요': 25, '음료가 맛있어요': 24, '커피가 맛있어요': 14, '사진이 잘 나와요': 14, '건강한 맛이에요': 9, '음식이 맛있어요': 6, '재료가 신선해요': 5, '가성비가 좋아요': 5, '메뉴 구성이 알차요': 4, '대화하기 좋아요': 4, '주차하기 편해요': 3, '빵이 맛있어요': 2, '화장실이 깨끗해요': 1, '뷰가 좋아요': 1}",59,
44,도헤과자점,"카페,디저트",0.0,334,133,대구 수성구 범어로24길 20 1층,11:00에 영업 시작,0507-1449-0051,,,,"{'디저트가 맛있어요': 304, '친절해요': 157, '인테리어가 멋져요': 152, '매장이 청결해요': 147, '음료가 맛있어요': 133, '커피가 맛있어요': 132, '특별한 메뉴가 있어요': 106, '사진이 잘 나와요': 74, '대화하기 좋아요': 68, '가성비가 좋아요': 25, '집중하기 좋아요': 16, '화장실이 깨끗해요': 16, '좌석이 편해요': 13, '뷰가 좋아요': 13, '차분한 분위기에요': 10, '아늑해요': 10, '종류가 다양해요': 5, '메뉴 구성이 알차요': 4, '음악이 좋아요': 4, '빵이 맛있어요': 3, '음식이 맛있어요': 3, '선물하기 좋아요': 3, '포장이 깔끔해요': 3, '비싼 만큼 가치있어요': 3, '주문제작을 잘해줘요': 1, '룸이 잘 되어있어요': 1}",332,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230808_132%2F1691485575396Gio0e_JPEG%2F53BB2CC6-7806-4651-8070-50D86ADFA847.jpeg"""
45,카페더시즈,"카페,디저트",4.7,153,153,대구 수성구 달구벌대로492길 49 1층,09:00에 영업 시작,0507-1333-3427,,,,"{'인테리어가 멋져요': 65, '커피가 맛있어요': 53, '디저트가 맛있어요': 45, '사진이 잘 나와요': 40, '음료가 맛있어요': 33, '친절해요': 33, '특별한 메뉴가 있어요': 28, '컨셉이 독특해요': 25, '매장이 청결해요': 22, '대화하기 좋아요': 17, '좌석이 편해요': 14, '화장실이 깨끗해요': 8, '주차하기 편해요': 7, '가성비가 좋아요': 6, '음식이 맛있어요': 3, '집중하기 좋아요': 3, '종류가 다양해요': 1, '뷰가 좋아요': 1}",109,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220724_266%2F1658599389655rOw4i_JPEG%2F3BEBA5C3-4D93-41CF-A184-6D39136F1589.jpeg"""
46,커피튜드,"카페,디저트",4.61,211,167,대구 수성구 동대구로73길 22-4,07:00에 영업 시작,0507-1429-1833,,,,"{'커피가 맛있어요': 56, '디저트가 맛있어요': 18, '친절해요': 17, '음료가 맛있어요': 7, '인테리어가 멋져요': 7, '특별한 메뉴가 있어요': 6, '매장이 청결해요': 5, '사진이 잘 나와요': 4, '가성비가 좋아요': 4, '집중하기 좋아요': 2, '대화하기 좋아요': 2, '아늑해요': 1, '화장실이 깨끗해요': 1}",66,
47,이명재커피,카페,0.0,30,41,대구 수성구 범어로 170 1층,11:00에 영업 시작,053-741-0964,,,,"{'커피가 맛있어요': 18, '친절해요': 12, '특별한 메뉴가 있어요': 10, '매장이 청결해요': 8, '인테리어가 멋져요': 4, '음료가 맛있어요': 3, '사진이 잘 나와요': 3, '대화하기 좋아요': 3, '좌석이 편해요': 2, '디저트가 맛있어요': 2, '가성비가 좋아요': 2, '아늑해요': 1, '음악이 좋아요': 1, '집중하기 좋아요': 1, '화장실이 깨끗해요': 1}",27,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221007_297%2F1665133753094dsp7e_JPEG%2F20220928_180950.jpg"""
48,탕후루랩,"카페,디저트",0.0,105,37,대구 수성구 범어로 94 1층,12:00에 영업 시작,0507-1439-1366,,,,"{'디저트가 맛있어요': 63, '매장이 청결해요': 56, '음식이 맛있어요': 52, '친절해요': 51, '인테리어가 멋져요': 45, '특별한 메뉴가 있어요': 37, '가성비가 좋아요': 18, '포장이 깔끔해요': 15, '사진이 잘 나와요': 12, '아늑해요': 11, '음식이 빨리 나와요': 11, '컨셉이 독특해요': 5, '아이와 가기 좋아요': 5, '음악이 좋아요': 4, '재료가 신선해요': 3, '메뉴 구성이 알차요': 3, '양이 많아요': 2, '비싼 만큼 가치있어요': 1, '건강한 맛이에요': 1, '종류가 다양해요': 1}",105,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230821_135%2F1692545185920VoX0G_PNG%2F%25C7%25C1%25B7%25CE%25C7%25CA.png"""
49,류,카페,4.41,194,71,대구 수성구 상록로11길 90,10:00에 영업 시작,0507-1316-3527,,,,"{'커피가 맛있어요': 101, '대화하기 좋아요': 35, '친절해요': 33, '인테리어가 멋져요': 30, '디저트가 맛있어요': 23, '음료가 맛있어요': 21, '좌석이 편해요': 20, '특별한 메뉴가 있어요': 11, '매장이 청결해요': 11, '뷰가 좋아요': 8, '집중하기 좋아요': 7, '가성비가 좋아요': 5, '사진이 잘 나와요': 3, '매장이 넓어요': 2, '화장실이 깨끗해요': 2, '차분한 분위기에요': 1, '주차하기 편해요': 1, '비싼 만큼 가치있어요': 1}",146,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210402_52%2F1617336000028IlODG_JPEG%2F6wlRbOA9GVkZhjeleH0_oX7x.jpeg.jpg"""
50,도어룸나인커피,테이크아웃커피,0.0,189,201,대구 수성구 달구벌대로489길 64 1층,10:00에 영업 시작,0507-2089-9084,,,,"{'커피가 맛있어요': 132, '디저트가 맛있어요': 76, '친절해요': 69, '인테리어가 멋져요': 51, '음료가 맛있어요': 48, '특별한 메뉴가 있어요': 45, '매장이 청결해요': 31, '사진이 잘 나와요': 29, '가성비가 좋아요': 19, '대화하기 좋아요': 14, '화장실이 깨끗해요': 9, '좌석이 편해요': 5, '집중하기 좋아요': 5, '주차하기 편해요': 3, '아늑해요': 2, '뷰가 좋아요': 2, '반려동물과 가기 좋아요': 1}",183,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220613_114%2F1655098752789YlUIo_JPEG%2F73260E63-01FF-4784-9D73-26EACC0ABC4F.jpeg"""
